chr,start_div_100,Normal_count1,Normal_count2,Normal_count3,Normal_count4,Normal_count5,GBM_count1,GBM_count2,GBM_count3,GBM_count4,GBM_count5
19,436996,2,1,2,3,6,16,16,16,16,16
19,454284,3,2,1,1,1,5,5,5,5,5
19,456279,2,2,6,1,2,3,3,3,2,2
19,456826,3,3,1,1,1,2,2,2,2,2
19,467566,5,5,4,6,6,22,22,21,21,11
19,467567,4,4,4,3,2,9,7,7,7,3
19,484447,1,1,1,1,1,1,1,1,1,1
19,484448,1,1,1,1,1,1,1,1,1,1
19,495332,3,7,7,3,3,4,4,4,4,4
19,495333,6,7,5,1,1,5,5,5,5,5
19,496812,1,2,1,3,1,1,1,1,1,1
19,499382,1,1,1,1,1,2,4,3,4,1
19,499383,4,1,1,1,1,1,1,1,1,1
19,500998,5,5,5,5,5,5,5,5,5,5
19,501366,1,1,1,1,1,1,1,1,1,1
19,501367,5,5,5,5,5,5,5,5,5,5
19,504268,1,1,1,1,1,3,3,3,3,3
19,535441,2,2,5,2,2,2,2,2,2,2
19,542791,2,2,2,2,2,2,2,2,2,2
19,544502,1,2,2,2,1,3,3,3,3,3
19,550630,5,5,4,4,4,21,22,16,16,20
19,564778,11,1,1,11,1,25,26,26,25,25
19,577274,4,3,3,3,3,17,17,17,17,17
19,577275,7,8,6,8,7,8,8,8,8,8
19,578138,2,3,1,5,2,3,3,3,3,3
19,578139,2,1,2,3,3,1,1,3,1,1
19,580980,7,13,2,2,1,8,10,8,14,8
19,585624,4,7,10,2,7,8,13,16,8,8
2,28427,3,2,1,3,1,3,3,3,3,6
2,84872,1,6,7,7,4,4,4,4,4,3
2,99509,11,6,14,5,5,21,21,11,21,21
2,99510,17,8,11,9,7,23,23,22,23,23
2,99523,1,9,3,3,1,6,6,6,6,6
2,101232,10,11,18,8,7,25,24,24,24,25
2,101233,4,3,7,3,2,7,7,7,7,7
2,234021,2,2,1,2,2,2,2,2,2,2
2,283599,3,4,4,3,3,3,2,2,2,2
2,372312,3,7,4,4,3,7,7,7,7,7
2,372313,14,22,11,9,13,25,25,25,25,25
2,453020,1,2,1,1,1,1,1,1,1,1
2,481125,1,2,5,5,1,3,3,3,3,3
2,630529,2,2,5,6,3,8,8,3,8,8
2,648377,1,1,3,3,2,1,1,1,1,1
2,648598,5,5,5,5,5,11,11,11,11,11
2,648599,10,10,10,10,10,19,19,19,19,19
2,703023,3,5,2,4,1,2,2,2,2,2
2,703024,3,6,3,3,3,3,3,3,3,3
2,715985,1,2,3,1,1,1,1,1,1,1
2,715986,4,3,7,3,4,6,6,6,6,6
2,732842,4,8,7,3,5,12,12,12,12,12
2,745487,3,1,3,3,1,5,4,3,5,5
2,849063,8,10,5,4,5,3,3,3,3,3
2,853092,1,3,3,2,1,3,3,3,3,3
2,875167,2,2,4,3,2,5,5,5,5,2
2,915888,7,7,13,7,1,6,13,13,6,6
2,915889,2,2,1,2,2,7,8,5,3,3
2,972674,2,3,2,3,2,1,1,1,1,1
2,986082,10,10,10,20,10,20,20,10,20,20
2,1091429,1,1,1,1,1,1,1,3,1,1
2,1094020,2,1,1,1,1,1,1,1,1,1
2,1094798,2,3,3,3,1,2,2,2,2,2
2,1183103,1,1,1,2,3,1,1,1,1,1
2,1191566,5,5,10,3,3,5,5,5,5,5
2,1193671,2,3,2,2,2,2,3,5,5,2
2,1282323,5,4,9,5,2,7,6,4,4,5
2,1311059,1,14,1,7,7,1,1,1,1,1
2,1326084,2,2,2,2,2,2,2,2,2,2
2,1427280,1,6,7,1,1,11,11,11,11,11
2,1720871,7,4,4,7,3,7,7,7,7,7
2,1721017,15,8,2,8,7,10,10,11,10,10
2,1761001,4,7,10,7,4,18,18,18,11,22
2,1761002,4,2,5,9,11,8,12,12,12,12
2,1924087,4,4,4,4,4,3,3,3,3,3
2,1924088,5,5,5,5,5,7,7,7,7,7
2,1999560,4,4,4,3,4,6,2,2,2,2
2,2078237,3,1,2,3,1,2,2,2,2,2
2,2160356,1,1,2,1,2,3,3,3,3,1
2,2182707,1,2,1,1,1,1,1,1,1,1
2,2223041,10,10,10,8,8,17,17,17,17,8
2,2316145,11,5,5,3,5,6,6,6,5,6
2,2316815,3,3,2,1,2,4,4,4,4,4
2,2319256,1,1,1,1,1,15,8,8,8,8
2,2319257,11,11,11,11,10,11,23,11,11,11
2,2344465,5,5,1,1,3,3,5,3,3,3
2,2376995,2,2,3,2,2,2,2,2,2,2
2,2376996,3,3,7,3,3,3,3,3,3,3
2,2381390,1,1,2,2,2,6,6,6,6,6
2,2411492,3,14,10,13,15,34,34,34,34,34
2,2415906,6,6,6,2,5,7,7,7,7,7
20,26539,7,2,2,2,2,5,5,5,5,5
20,26638,2,1,5,2,3,5,5,3,3,3
20,30467,4,4,3,7,3,11,13,13,8,8
20,32400,2,3,3,2,2,20,20,12,16,17
20,32401,3,5,3,6,6,21,11,15,10,8
20,176172,1,2,1,1,1,1,1,1,1,1
20,210205,2,1,2,2,7,2,2,2,2,2
20,249804,2,2,2,2,2,2,2,2,2,2
20,249805,6,6,6,6,6,6,6,6,6,6
20,249806,3,4,3,3,3,4,4,4,4,4
20,257748,17,16,16,14,16,18,17,18,18,18
20,257749,1,1,1,1,1,1,1,1,1,4
20,262080,7,7,7,7,7,15,14,7,15,15
20,262081,2,2,2,2,2,8,8,2,3,8
20,290803,3,3,3,3,3,3,7,3,8,3
20,290804,2,2,2,4,2,6,6,6,6,6
20,292989,3,1,2,2,1,2,2,3,2,2
20,293277,12,13,11,12,6,7,7,7,7,7
20,295147,1,1,1,1,1,1,1,1,1,1
20,295148,5,5,5,5,5,5,5,5,3,4
20,297540,8,7,4,9,7,6,11,11,10,6
20,297541,9,9,4,8,8,5,9,9,8,5
20,298778,1,2,1,1,1,1,1,1,1,1
20,298779,3,3,3,3,3,3,3,3,3,3
20,308120,8,8,8,8,8,8,8,8,8,15
20,315462,5,4,3,1,7,4,4,4,4,4
20,356007,2,3,3,2,3,5,5,4,5,5
20,365734,30,11,4,10,4,32,32,32,27,27
20,389259,2,3,1,1,2,4,4,4,4,4
20,389260,4,3,2,2,1,6,6,3,6,3
20,454502,1,1,1,1,1,1,1,1,1,1
20,454503,3,3,1,1,1,3,3,3,3,3
20,459120,12,11,5,2,2,20,20,20,20,20
20,473200,2,1,1,1,2,3,3,3,3,3
20,473625,2,2,2,3,2,3,3,3,3,3
20,478948,4,4,6,6,3,3,3,2,3,3
20,478950,10,8,10,10,5,2,2,2,2,2
20,478951,4,4,4,4,3,2,2,2,2,2
20,478952,4,5,8,8,1,4,4,4,4,4
20,478953,4,4,5,9,1,5,5,5,5,5
20,478956,3,7,8,8,4,3,3,4,3,3
20,573906,2,2,5,2,3,2,4,5,2,2
20,582102,1,1,1,1,1,3,4,4,4,3
20,582103,2,2,2,2,2,2,2,3,2,2
20,586517,4,4,4,1,1,4,1,4,4,4
20,621628,7,6,7,6,7,7,7,7,7,7
20,621629,2,2,1,1,2,5,5,3,4,4
20,624951,2,1,2,2,2,9,5,9,9,5
20,624952,1,3,1,1,1,3,1,3,3,1
20,635305,5,4,1,1,1,5,5,5,6,5
20,635306,4,3,4,4,4,4,4,4,4,4
20,638483,1,1,1,2,1,4,4,4,4,4
20,638623,2,4,4,5,4,7,12,12,7,7
20,638624,13,6,6,6,6,8,15,13,8,6
21,82307,1,1,1,1,1,1,1,1,1,1
21,82308,2,2,2,2,2,2,2,2,2,2
21,84055,2,2,2,2,2,2,2,2,2,2
21,84056,3,3,3,3,3,3,3,3,3,3
21,98236,22,22,22,22,12,22,11,22,11,11
21,98237,7,7,7,7,3,6,4,7,4,4
21,98244,7,7,7,7,3,7,7,7,7,4
21,98245,7,7,7,7,4,7,7,7,7,3
21,98396,6,4,5,4,4,4,4,8,4,4
21,103433,13,6,14,13,11,11,11,11,11,11
21,103478,8,8,2,4,7,4,4,4,4,4
21,103577,7,3,4,7,7,7,7,7,7,7
21,103578,3,2,1,3,3,8,8,8,8,8
21,103802,7,3,6,7,5,2,2,2,2,2
21,103975,4,4,4,4,4,4,4,5,4,4
21,104055,15,8,7,8,8,9,9,9,9,9
21,104565,4,4,4,4,4,4,4,4,4,4
21,104566,2,2,2,2,2,1,1,1,1,1
21,336429,7,7,15,1,8,32,32,24,32,24
21,424447,1,4,1,1,1,2,2,2,2,2
21,437481,1,6,1,1,3,4,6,4,4,2
21,437753,3,2,3,1,2,1,1,1,1,1
21,437754,7,3,7,4,3,4,4,4,4,4
21,443512,13,5,13,13,1,6,7,7,6,6
21,449180,2,3,2,1,3,1,1,1,1,1
22,107418,28,28,28,15,28,32,30,30,32,30
22,107419,14,13,16,7,12,16,16,15,16,16
22,107420,17,8,8,17,7,17,17,9,17,17
22,107504,2,2,2,2,2,2,2,2,2,2
22,107505,3,3,3,3,1,4,4,4,4,4
22,110253,7,4,5,2,4,1,1,1,1,1
22,110271,4,3,2,1,2,4,4,4,2,2
22,110272,4,3,2,2,2,4,4,4,2,2
22,110292,5,5,5,5,5,2,2,2,2,2
22,110293,3,3,2,3,1,3,3,3,3,3
22,110330,1,1,3,3,3,4,4,3,3,3
22,110537,3,3,3,3,3,2,3,2,3,2
22,110574,1,1,2,1,1,2,2,1,1,1
22,110575,3,3,7,6,7,4,1,4,4,1
22,110663,2,2,2,2,2,2,2,2,2,2
22,110664,4,4,4,4,4,4,4,4,4,4
22,110671,4,4,7,7,7,7,7,7,7,7
22,110675,5,5,5,4,1,4,4,4,4,4
22,112855,5,5,3,3,3,3,3,3,3,3
22,112856,4,5,2,2,2,4,4,4,4,4
22,113617,8,4,4,4,4,8,8,8,8,8
22,113618,3,2,2,2,1,3,3,3,3,3
22,116061,1,1,1,5,1,11,6,6,1,1
22,116062,3,2,3,2,2,3,3,3,3,3
22,118200,2,2,2,2,2,2,2,2,2,2
22,118201,1,1,1,1,1,1,1,1,1,1
22,156379,1,1,1,1,1,1,1,1,1,1
22,156380,3,2,2,2,2,3,3,3,3,3
22,194480,4,7,1,4,4,4,4,4,4,4
22,204289,3,6,6,3,3,3,3,3,3,3
22,204290,1,1,1,6,1,6,1,6,6,1
22,216582,2,3,2,2,5,5,5,5,5,3
22,219421,3,3,3,3,2,3,3,3,3,2
22,238951,10,9,2,14,5,10,10,10,10,10
22,295816,3,1,5,3,2,1,1,1,1,1
22,310816,1,3,7,4,1,8,8,8,3,4
22,311071,5,6,3,4,2,6,6,6,6,6
22,318769,2,2,2,2,2,2,2,2,2,2
22,353992,2,2,3,3,1,3,3,2,3,3
22,363363,1,1,1,1,1,1,1,1,1,1
22,363364,1,1,1,1,1,1,4,1,1,1
22,369507,1,1,3,2,2,3,3,3,3,3
22,382029,7,13,10,7,6,7,7,7,7,7
22,382030,2,3,4,1,2,1,1,1,1,1
22,383973,22,10,11,11,11,22,11,22,11,11
22,383974,5,2,2,3,3,5,3,5,3,3
22,414476,11,4,5,7,5,5,5,5,5,5
22,414477,11,10,6,9,6,13,13,13,13,13
22,415317,1,1,2,2,2,3,3,3,2,2
22,415893,11,11,6,6,5,11,11,11,6,6
22,415894,6,5,4,2,3,6,6,6,3,4
22,424281,3,2,3,1,2,2,2,2,2,2
22,428922,1,2,1,1,2,3,3,3,3,3
22,428923,2,1,2,2,1,1,1,1,1,1
22,444625,2,2,2,2,2,2,2,2,2,2
22,444626,3,3,3,3,3,3,3,3,3,3
22,452271,2,5,4,3,2,2,2,2,4,2
22,465764,3,3,3,3,3,3,3,2,3,2
22,466234,5,7,4,2,4,1,1,1,1,1
22,505059,4,5,1,2,4,2,2,11,2,2
3,43039,2,2,3,5,1,5,10,10,6,9
3,97528,2,2,1,1,3,2,2,2,2,2
3,97529,1,1,2,2,3,2,2,2,2,2
3,129095,1,2,2,1,1,1,1,1,1,1
3,135707,6,6,6,1,1,17,17,16,17,16
3,153228,1,2,2,1,1,3,5,3,3,3
3,158590,1,1,10,4,1,14,14,9,14,10
3,378610,6,3,3,7,3,7,7,7,7,7
3,378611,9,6,3,6,4,6,6,6,6,6
3,379939,9,4,4,5,4,5,6,5,5,5
3,419618,15,7,7,6,7,7,7,9,7,7
3,419619,6,2,3,3,2,3,3,3,3,3
3,486613,2,10,7,7,7,5,5,13,13,5
3,497159,1,3,3,3,2,6,3,6,6,6
3,502264,7,1,4,5,7,10,10,10,10,10
3,521549,9,5,5,2,5,11,11,5,11,5
3,576321,1,1,1,1,1,2,2,2,2,2
3,585224,2,2,1,1,2,2,2,2,2,2
3,585225,1,1,2,2,1,1,1,1,1,1
3,756689,10,21,11,13,7,23,25,23,23,25
3,756691,5,8,5,5,3,10,13,12,10,12
3,756692,20,20,20,20,20,20,20,20,20,20
3,756693,8,7,5,6,5,10,10,10,10,10
3,756698,12,2,5,6,7,14,13,16,16,13
3,1082219,2,1,1,2,1,2,3,3,2,2
3,1082220,2,2,3,2,3,2,5,5,2,2
3,1194987,12,5,5,1,1,11,11,11,7,7
3,1264651,2,2,2,2,2,4,4,4,4,4
3,1267045,13,13,7,7,6,8,7,7,7,7
3,1267046,9,6,4,4,5,4,4,5,4,4
3,1289936,4,7,4,4,4,4,4,4,4,4
3,1289937,5,7,6,5,2,8,8,8,8,8
3,1291833,1,1,3,1,2,5,5,6,5,5
3,1293989,5,6,5,4,7,2,2,2,6,2
3,1504094,4,1,1,6,1,20,16,16,15,15
3,1581055,2,2,2,2,2,2,4,4,2,2
3,1581056,4,4,4,4,4,4,4,4,4,4
3,1581071,6,6,6,11,5,5,6,5,5,5
3,1581072,1,1,6,1,7,12,12,12,12,12
3,1841547,3,2,5,5,2,3,3,3,3,3
3,1841865,5,5,1,6,1,1,1,1,1,1
3,1861084,3,2,1,1,1,5,5,5,5,5
3,1871393,1,8,9,1,2,11,11,11,11,11
3,1955867,2,5,1,3,2,7,7,7,7,7
3,1956180,2,4,7,4,4,7,7,7,7,7
3,1965034,9,9,9,10,8,20,20,20,20,20
3,1974576,2,2,2,2,2,2,3,3,2,2
4,7815,7,6,6,7,7,13,13,13,13,7
4,8587,3,5,2,3,3,4,4,4,4,4
4,8588,2,5,3,2,2,4,2,2,2,2
4,10020,7,7,3,6,10,7,7,7,7,3
4,28470,7,4,12,2,2,4,4,4,2,4
4,48672,6,13,7,6,6,8,8,3,1,7
4,48673,10,11,13,14,6,13,20,15,15,13
4,69107,2,7,12,8,12,8,8,8,8,8
4,69108,2,1,4,1,4,1,1,3,3,1
4,69413,4,7,7,3,3,4,4,4,4,4
4,362446,3,12,19,9,9,24,24,21,21,24
4,493169,1,1,1,1,1,1,1,1,1,1
4,493230,1,1,2,1,1,2,2,2,2,2
4,493231,2,2,3,2,1,2,2,2,2,2
4,869435,2,3,3,1,2,1,1,1,1,1
4,869436,1,3,2,1,1,2,2,2,2,2
4,1390835,5,5,2,2,3,5,6,2,5,2
4,1391148,5,2,2,2,2,5,5,5,5,5
4,1391149,5,3,3,3,3,6,6,6,6,6
4,1400925,9,4,4,3,5,8,8,8,8,8
4,1476178,6,1,5,5,4,8,8,8,8,8
4,1828002,10,5,4,3,8,15,11,11,11,11
4,1901211,2,4,4,4,3,4,4,4,4,4
4,1901212,12,12,12,12,11,12,12,12,12,12
5,7832,9,8,8,17,14,8,9,17,8,8
5,7833,1,2,2,3,2,2,1,3,2,2
5,7880,2,2,2,2,2,2,2,2,2,2
5,16198,2,1,1,1,1,2,2,2,2,2
5,16342,7,17,10,3,2,8,8,8,8,8
5,16343,4,3,7,7,3,7,7,7,5,6
5,18012,4,7,4,2,4,3,3,3,3,3
5,191421,8,8,8,8,8,17,17,17,17,17
5,341844,5,5,2,2,2,2,2,2,2,2
5,341845,9,8,5,10,4,5,5,5,5,5
5,341846,3,3,2,3,2,2,2,2,2,2
5,341900,2,2,2,1,1,2,2,2,2,2
5,341902,6,6,5,2,6,2,2,5,2,2
5,341903,3,3,2,3,3,3,3,3,3,3
5,341927,4,4,2,2,2,2,2,2,2,2
5,373788,7,1,7,8,4,4,4,4,4,4
5,407557,7,6,3,3,3,3,3,3,3,3
5,545194,9,2,9,7,5,14,14,14,14,14
5,734516,4,4,7,4,4,4,7,4,4,7
5,734517,4,8,14,4,1,4,9,4,4,9
5,747659,6,4,9,9,5,4,4,4,4,4
5,786821,6,3,1,1,3,5,2,5,5,5
5,958331,2,2,3,2,1,2,2,2,2,2
5,1076705,3,5,4,5,6,12,12,12,12,12
5,1129251,2,2,1,2,2,2,2,2,2,2
5,1151803,19,9,11,11,9,32,32,25,32,32
5,1151804,19,10,7,4,10,19,19,19,19,19
5,1384923,16,9,9,9,6,32,32,13,22,32
5,1393940,2,2,8,5,8,4,4,4,11,4
5,1395179,10,15,6,1,7,14,14,14,14,14
5,1401758,3,3,3,3,3,3,3,3,3,3
5,1401759,2,2,2,2,2,2,2,2,2,2
5,1414137,3,4,1,3,1,8,8,8,8,5
5,1414213,5,4,1,1,4,10,10,10,10,5
5,1414314,12,1,12,1,12,23,23,23,23,23
5,1492721,3,3,4,4,6,9,9,9,9,6
5,1510807,1,2,2,1,2,4,4,4,3,4
5,1575979,2,1,1,1,2,4,3,3,4,3
5,1575980,2,1,3,3,2,5,2,2,5,2
5,1770060,6,6,3,7,4,11,11,11,11,11
5,1775924,10,1,3,9,7,11,10,10,10,10
5,1796782,7,4,7,6,7,3,7,3,3,3
5,1796783,8,5,8,3,5,6,6,6,6,6
5,1802914,5,2,5,5,5,5,5,5,5,5
5,1803284,3,1,3,2,2,3,3,3,2,1
5,1803285,10,5,10,5,5,10,10,10,5,5
5,1811924,1,1,1,1,1,1,1,1,1,1
6,3075,1,1,1,1,1,2,2,2,2,2
6,3301,5,5,5,5,3,3,3,3,3,3
6,3416,7,5,8,8,6,5,5,5,5,5
6,3795,3,2,3,2,2,4,4,4,4,3
6,3796,3,2,1,2,2,3,3,3,3,3
6,6938,3,3,2,2,3,3,3,3,3,3
6,15550,3,7,3,3,3,3,11,7,7,3
6,15551,5,5,5,4,5,5,9,5,9,5
6,21915,6,3,3,3,5,3,3,5,3,3
6,21916,3,1,2,2,3,2,2,4,2,2
6,244502,1,1,3,3,1,1,1,1,1,1
6,261245,6,8,1,3,3,9,9,14,9,9
6,261456,3,4,3,3,3,9,6,6,8,6
6,262253,5,1,8,16,4,11,6,6,6,11
6,282081,4,4,4,4,1,4,4,4,4,4
6,288643,3,3,3,2,3,3,3,3,3,3
6,309149,9,7,5,4,6,4,7,4,4,4
6,317405,7,4,1,1,1,7,7,7,7,7
6,317768,2,2,2,2,2,2,2,2,2,2
6,320889,5,7,3,4,3,1,1,1,1,1
6,357331,4,4,5,8,2,9,3,3,3,3
6,357371,6,5,3,6,3,5,5,8,5,5
6,357372,2,3,5,5,5,3,3,3,3,3
6,360270,2,2,2,2,2,2,2,2,2,2
6,360271,5,5,5,8,5,10,7,5,10,7
6,418947,2,1,1,1,2,2,2,2,2,2
6,431707,1,2,1,2,2,3,3,3,3,3
6,436876,7,13,6,7,6,13,13,6,13,6
6,436877,1,3,2,1,2,4,4,3,4,3
6,442567,2,2,2,2,2,2,4,2,2,2
6,442568,1,1,1,1,1,1,1,1,1,1
6,817539,2,2,2,2,3,4,4,4,4,4
6,822482,4,3,2,2,2,5,5,4,5,5
6,1365507,9,17,8,8,9,9,17,17,17,17
6,1378791,5,3,3,4,5,3,6,8,8,3
6,1438434,13,6,7,7,6,18,18,16,15,16
6,1438435,10,6,4,5,4,12,12,12,12,12
6,1440644,8,8,7,7,12,8,8,8,8,8
6,1589985,3,3,4,3,3,3,3,3,3,3
6,1589986,4,4,2,4,4,4,4,4,4,4
6,1599708,7,4,4,4,4,3,6,9,3,3
6,1599709,5,1,1,1,1,2,3,3,2,2
6,1669557,1,1,1,1,1,1,1,1,1,1
6,1669558,1,3,2,1,1,3,3,3,3,3
7,5432,2,3,3,1,3,7,7,7,7,7
7,5433,2,3,1,2,1,2,2,2,3,2
7,9352,6,10,5,5,4,5,5,5,5,5
7,14591,1,1,9,2,3,20,20,19,19,20
7,30281,5,2,3,3,3,2,5,5,2,2
7,46833,2,3,4,2,2,4,2,2,2,2
7,53336,1,1,1,1,1,1,1,1,1,1
7,53448,2,2,2,2,2,4,2,2,2,2
7,55347,1,3,3,3,3,3,3,3,3,3
7,66370,15,15,8,15,7,27,27,20,27,20
7,66371,9,8,3,9,4,21,22,21,21,10
7,271931,10,10,14,10,3,25,25,6,16,16
7,272050,9,7,1,9,8,18,9,9,9,17
7,329572,7,7,4,2,3,14,13,13,10,10
7,553655,21,22,10,12,10,23,13,22,11,13
7,553656,6,6,4,2,4,6,13,8,4,4
7,563718,5,5,3,3,3,8,8,8,7,7
7,563719,10,10,5,5,5,10,10,10,10,10
7,563720,7,7,3,3,3,7,7,7,7,7
7,563735,4,4,4,3,3,3,3,3,3,3
7,563736,4,4,4,4,4,4,4,4,4,4
7,730061,7,7,3,3,4,5,5,5,5,5
7,730062,19,19,9,19,9,9,9,9,9,9
7,737384,2,5,4,4,1,6,11,6,6,6
7,754222,4,3,3,4,4,4,4,4,4,4
7,754223,3,3,3,3,3,3,3,3,3,3
7,759951,2,3,1,3,2,3,3,3,3,3
7,1003589,2,2,2,2,5,5,5,3,3,3
7,1003590,2,2,2,2,3,5,4,2,2,2
7,1008293,4,4,4,3,4,8,8,7,4,4
7,1010003,2,2,2,2,2,3,3,3,3,2
7,1010004,2,2,2,2,2,2,2,2,2,2
7,1011724,13,4,4,4,3,11,11,11,11,11
7,1012185,2,2,2,2,1,6,6,5,6,6
7,1012445,4,4,1,1,1,3,4,1,1,3
7,1012455,6,6,5,11,1,7,6,6,6,6
7,1013213,6,9,4,3,7,3,3,3,3,3
7,1024646,6,6,2,2,2,5,5,5,7,5
7,1025307,2,2,5,2,5,2,2,2,2,2
7,1025308,2,2,3,2,3,2,2,2,2,2
7,1025722,3,2,2,3,1,1,1,1,1,1
7,1025723,15,12,16,16,9,9,9,9,9,9
7,1026391,9,4,5,4,5,4,4,4,4,4
7,1026729,5,9,5,5,9,9,9,9,9,9
7,1053013,6,6,6,6,8,13,6,13,6,6
7,1053014,4,4,4,4,7,11,4,7,4,4
7,1288427,5,5,9,4,1,3,3,3,1,3
7,1378476,2,4,3,3,2,5,5,11,5,5
7,1400625,3,1,2,6,6,12,12,12,12,12
7,1402311,2,2,2,1,1,2,2,2,2,2
7,1402312,3,3,7,3,4,3,3,3,3,3
7,1402416,3,2,3,1,3,3,3,3,5,3
7,1423317,2,2,1,1,1,2,2,2,2,2
7,1503727,6,6,13,6,7,10,10,6,6,6
7,1503728,4,4,7,4,3,4,4,4,4,4
7,1510147,4,5,2,3,2,5,5,5,4,2
7,1515208,5,5,2,2,3,9,7,6,9,6
7,1572548,5,3,2,2,3,2,2,2,2,2
7,1583153,1,1,1,1,1,3,3,3,3,3
7,1583154,1,1,1,1,1,2,2,2,2,2
8,7308,4,8,4,4,4,4,4,4,4,4
8,73551,19,19,19,19,10,19,19,19,19,19
8,73552,5,5,5,3,1,5,5,5,5,5
8,95561,2,2,2,2,5,19,15,12,14,12
8,106902,5,3,3,3,3,3,3,3,5,3
8,106903,3,2,1,2,2,2,2,2,5,2
8,221422,2,2,2,2,2,2,2,2,2,2
8,221423,1,1,1,1,1,2,2,2,2,2
8,293481,2,1,1,2,1,17,17,17,17,17
8,415690,2,1,2,1,1,1,1,1,2,1
8,474849,1,2,3,2,1,4,4,3,3,4
8,554074,1,1,1,1,1,1,1,1,1,1
8,572133,1,2,1,1,1,4,5,5,4,4
8,667755,2,7,7,1,6,3,3,1,3,3
8,766824,16,3,3,2,14,29,29,29,29,29
8,856610,1,1,1,1,1,1,1,1,1,1
8,856611,4,2,3,4,4,4,4,4,4,4
8,910407,7,5,6,8,7,19,19,16,19,19
8,989417,5,9,4,4,9,12,12,12,12,12
8,989418,7,15,8,8,15,15,15,15,15,15
8,1022396,5,5,2,5,5,15,10,10,13,10
8,1022397,6,6,6,6,6,14,14,14,14,14
8,1201248,7,5,4,9,5,7,7,7,7,7
8,1298261,4,4,5,8,4,6,6,6,4,4
8,1298262,3,3,2,2,3,3,3,3,3,3
8,1405580,3,3,3,3,3,3,3,3,3,3
8,1411662,3,3,5,5,1,5,5,5,5,5
8,1411663,1,1,3,3,1,3,3,3,3,3
8,1427774,10,9,10,9,10,10,10,10,10,10
8,1427777,5,5,4,4,3,16,12,16,16,12
8,1427778,13,13,13,14,12,27,15,27,25,15
8,1437164,2,12,2,9,2,13,13,13,13,13
8,1440488,5,11,12,6,6,17,17,17,17,17
8,1440489,9,9,7,9,7,9,9,9,9,9
8,1445809,1,2,1,9,2,18,18,11,15,10
9,332636,1,2,2,2,1,2,2,2,2,2
9,358466,7,7,6,6,6,8,8,8,8,8
9,358467,1,1,2,1,2,1,1,1,1,1
9,370263,2,2,4,2,2,8,5,5,5,5
9,370264,4,3,8,7,4,12,12,10,11,13
9,370270,2,2,2,2,2,6,7,6,6,6
9,370271,8,8,8,2,8,9,9,9,9,8
9,370380,10,17,1,8,2,8,7,7,15,1
9,370381,9,19,10,10,9,11,1,1,1,11
9,375923,4,4,4,2,5,9,9,9,9,9
9,375924,7,7,7,7,7,13,13,13,6,13
9,380698,5,5,7,5,7,6,6,6,5,6
9,390788,13,13,13,13,13,13,13,13,13,13
9,397914,4,9,4,9,4,9,9,9,9,9
9,397915,5,9,9,9,5,9,9,9,9,9
9,408845,2,1,1,2,1,6,6,6,6,6
9,409921,9,6,6,6,6,8,17,17,17,17
9,423858,5,5,4,3,5,2,1,2,1,1
9,605459,6,6,11,6,5,11,11,11,11,11
9,605460,3,3,8,3,3,8,8,8,8,8
9,628005,5,5,5,5,5,2,2,2,2,2
9,628006,6,6,6,6,6,5,5,5,5,5
9,628007,5,5,5,5,5,5,5,5,5,5
9,628008,4,2,1,2,1,1,1,1,1,1
9,628018,8,10,4,6,5,5,5,9,9,5
9,628019,5,10,5,5,5,5,5,10,10,5
9,638168,9,9,5,5,5,7,7,5,7,7
9,638178,1,1,1,1,1,1,1,1,1,1
9,638179,2,3,3,3,3,3,3,3,3,3
9,638180,11,6,11,11,11,14,14,16,14,14
9,657372,4,4,4,4,4,6,6,6,6,6
9,657373,1,1,1,1,1,9,9,9,9,9
9,795727,21,13,23,15,13,13,13,13,26,13
9,795728,2,1,5,1,2,10,10,7,11,7
9,881806,7,4,4,4,4,4,4,6,4,4
9,881807,1,1,1,1,1,1,1,1,1,1
9,939529,5,5,11,5,4,7,16,8,1,7
9,939530,4,4,6,4,3,11,20,11,1,11
9,955171,7,13,7,7,4,7,7,7,7,7
9,964509,2,2,6,4,3,6,4,4,4,4
9,987545,2,2,2,3,4,7,4,7,4,4
9,1229131,4,1,1,1,3,6,6,6,6,6
9,1242586,4,7,5,9,5,9,5,5,5,5
9,1242587,2,3,1,3,1,4,2,2,2,2
9,1247722,7,13,2,12,6,20,17,16,16,17
9,1247723,2,5,3,4,2,5,5,5,5,5
9,1248614,7,7,7,7,7,1,1,1,1,1
9,1268052,9,7,3,1,1,10,10,8,10,10
9,1274565,7,3,6,4,6,3,5,3,3,1
9,1277414,5,5,4,5,5,9,5,9,5,5
9,1284386,2,2,3,1,3,3,3,3,2,2
9,1287956,5,3,3,3,1,3,3,3,3,3
9,1297525,1,1,1,1,1,1,1,1,1,1
9,1321984,7,5,5,5,5,10,10,10,10,10
9,1321985,5,5,5,5,5,10,5,10,9,5
9,1324728,4,1,1,2,1,2,2,2,2,2
9,1363285,1,1,1,3,2,3,3,5,4,3
9,1365529,3,3,3,3,3,7,3,7,3,3
9,1365530,2,2,2,2,2,2,2,3,2,2
9,1370094,7,1,8,7,7,16,16,8,8,15
9,1376024,2,2,2,3,2,2,2,2,2,2
GL000194.1,1149,4,7,4,3,6,6,6,6,6,6
GL000194.1,1150,3,9,4,5,3,5,5,5,5,5
GL000195.1,864,3,1,2,3,1,1,1,1,1,1
