chr,start_div_100,Normal_count1,Normal_count2,Normal_count3,Normal_count4,Normal_count5,Normal_count6,Normal_count7,Normal_count8,Normal_count9,Normal_count10,GBM_count1,GBM_count2,GBM_count3,GBM_count4,GBM_count5,GBM_count6,GBM_count7,GBM_count8,GBM_count9,GBM_count10
10,1321111,6,4,7,8,4,4,5,4,2,7,4,4,4,4,4,4,4,4,2,2
10,1321159,6,4,4,4,4,4,2,4,4,4,6,6,6,6,6,6,6,6,6,6
10,1321160,7,3,1,4,4,3,3,1,4,1,4,4,4,5,4,5,4,4,4,4
10,1321180,6,3,4,3,3,3,6,1,1,4,4,4,4,4,4,4,4,4,4,1
10,1321187,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
10,1321241,3,1,1,2,1,1,3,2,1,1,1,1,1,1,2,1,2,1,2,1
10,1321245,6,13,13,14,9,13,8,5,5,13,10,13,5,13,8,13,13,8,13,13
10,1321331,4,6,6,6,4,6,5,2,4,6,7,7,6,8,8,7,9,6,11,9
10,1321332,7,2,2,11,5,2,8,2,9,2,7,7,7,7,7,7,7,7,7,2
10,1321334,8,2,3,7,7,2,2,2,2,3,8,8,6,8,8,8,6,7,6,6
10,1321335,8,2,8,7,3,2,2,3,5,8,5,5,4,6,5,6,4,4,3,3
10,1321356,7,1,1,1,4,1,6,2,4,1,1,5,1,6,9,3,6,6,1,7
10,1321357,10,7,6,3,3,7,3,10,3,6,6,6,6,6,6,3,6,6,6,6
10,1321365,4,2,4,7,4,2,5,5,3,4,3,5,5,5,5,5,5,5,3,5
10,1321372,7,5,2,5,8,5,7,3,3,2,3,3,3,3,5,3,3,3,3,3
10,1321376,6,6,6,6,6,6,4,3,3,6,3,4,4,4,4,4,4,4,4,4
10,1321377,6,3,3,6,5,3,5,5,5,3,3,5,5,5,5,5,5,5,2,5
10,1321382,9,17,8,17,10,17,9,10,8,8,10,10,10,11,11,10,10,2,10,10
10,1321420,18,13,5,20,3,13,3,3,3,5,15,17,9,15,17,15,20,17,9,9
10,1321421,2,3,3,4,1,3,1,1,1,3,1,2,3,1,3,1,4,3,2,3
10,1321655,3,2,4,5,2,2,6,2,2,4,6,6,6,6,6,3,6,6,1,1
10,1321658,3,2,2,4,3,2,6,4,4,2,4,4,2,7,7,7,6,7,5,5
10,1321667,9,5,7,6,6,5,5,2,3,7,7,10,3,12,8,5,9,9,5,12
10,1321696,10,9,5,10,4,9,4,6,1,5,5,5,5,5,5,10,5,5,4,4
10,1321697,5,5,2,9,7,5,3,4,4,2,3,3,3,3,3,6,3,3,3,3
10,1321704,8,4,4,7,7,4,4,4,7,4,4,8,4,8,7,8,8,4,4,4
10,1321821,5,7,8,7,3,7,9,3,5,8,2,2,2,2,2,2,2,2,2,2
10,1321860,11,22,22,23,11,22,12,1,1,22,24,22,12,26,24,24,24,24,24,24
10,1321864,7,5,8,5,3,5,7,1,8,8,8,8,8,8,8,8,8,8,8,7
10,1321865,17,13,21,14,13,13,14,18,13,21,21,15,21,21,21,21,21,21,21,17
10,1321866,15,12,17,17,7,12,10,11,8,17,17,5,15,17,17,17,17,17,10,10
10,1321867,16,13,13,16,7,13,12,6,6,13,13,7,6,13,13,13,13,13,7,7
10,1321875,15,11,9,5,11,11,21,6,16,9,20,20,16,20,20,14,20,9,20,20
10,1321876,14,8,3,6,13,8,16,8,15,3,14,14,14,14,14,9,14,3,14,14
10,1321882,8,4,2,7,3,4,3,1,2,2,2,2,2,3,2,2,3,2,2,1
10,1321884,1,1,2,6,3,1,3,2,1,2,3,1,3,4,4,4,4,4,3,4
10,1322011,10,7,7,10,5,7,10,5,4,7,4,4,3,6,4,4,4,4,4,3
10,1322012,5,8,8,8,7,8,8,7,4,8,8,8,4,8,8,8,8,8,4,4
10,1322013,6,13,13,13,13,13,13,13,7,13,13,13,7,13,13,13,13,13,7,7
10,1322026,13,9,4,11,7,9,8,5,9,4,14,12,3,14,14,14,10,12,5,3
10,1322027,8,7,1,8,3,7,7,5,3,1,8,4,4,8,8,8,8,4,8,4
10,1322037,7,4,4,8,7,4,4,7,3,4,5,4,7,7,7,7,7,4,5,4
10,1322038,20,15,4,20,14,15,9,14,11,4,15,4,15,15,15,15,15,4,4,4
10,1322073,7,3,1,7,5,3,2,3,7,1,4,4,4,5,4,5,4,4,4,4
10,1322279,7,4,3,4,7,4,8,4,7,3,7,7,7,7,7,7,7,7,7,7
10,1322298,5,2,3,3,5,2,3,3,3,3,1,5,4,4,2,4,6,4,3,1
10,1322397,7,4,4,4,3,4,8,4,3,4,4,3,7,7,4,7,7,7,7,4
10,1322501,5,6,8,6,6,6,7,3,3,8,4,5,2,7,5,5,5,5,5,5
10,1322818,8,4,1,8,3,4,1,1,4,1,1,1,1,1,1,1,8,1,1,1
10,1322948,7,6,6,7,3,6,4,3,5,6,4,7,4,7,4,5,4,4,4,4
10,1322949,6,5,5,6,5,5,3,4,6,5,2,4,2,4,2,2,2,2,2,1
10,1322950,6,2,3,5,6,2,3,2,5,3,4,4,3,4,4,4,4,3,1,1
10,1323015,12,7,7,11,6,7,7,1,6,7,1,5,5,6,6,5,6,5,6,5
10,1323073,10,16,11,17,10,16,7,13,17,11,23,29,29,29,29,29,29,23,28,29
10,1323074,6,6,6,11,4,6,6,7,11,6,11,11,11,12,13,12,12,12,12,9
10,1323075,28,28,26,27,14,28,14,5,27,26,27,28,27,28,27,27,28,28,27,15
10,1323080,7,4,4,7,4,4,9,9,7,4,4,4,4,4,4,4,4,7,4,4
10,1323081,12,2,6,14,11,2,11,2,9,6,7,7,2,2,2,2,7,5,7,7
10,1323087,22,22,21,22,22,22,22,11,22,21,22,22,22,22,22,22,22,22,22,22
10,1323088,18,10,10,18,1,10,18,5,1,10,18,18,18,18,18,18,18,10,10,10
10,1323388,3,1,3,5,3,1,5,2,3,3,2,2,2,2,2,2,2,2,1,2
10,1323390,4,3,3,4,6,3,5,3,6,3,1,1,1,2,1,1,1,1,3,1
10,1323394,5,5,2,6,5,5,5,3,4,2,3,5,3,5,5,5,5,5,5,3
10,1323512,11,12,8,13,6,12,4,1,8,8,5,11,11,11,11,11,11,11,11,5
10,1323532,2,2,2,5,5,2,2,2,2,2,2,5,2,5,2,3,2,2,2,2
10,1323533,3,2,2,5,3,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2
10,1323608,3,5,4,3,2,5,3,2,2,4,1,2,1,3,3,1,5,5,1,3
10,1323637,8,10,7,7,2,10,10,11,2,7,1,9,8,9,4,4,7,9,4,5
10,1323711,13,13,14,13,13,13,6,7,13,14,13,13,6,13,6,14,13,7,6,6
10,1323712,9,9,9,9,10,9,5,4,9,9,9,10,5,10,6,9,9,4,6,6
10,1323732,4,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
10,1323733,8,4,4,8,4,4,8,4,8,4,8,7,8,8,8,8,8,8,4,4
10,1324050,12,11,11,12,11,11,11,2,8,11,6,2,6,9,9,5,11,3,5,3
10,1324052,8,4,1,8,3,4,3,1,1,1,2,4,5,3,5,5,2,5,2,2
10,1324054,4,8,8,4,1,8,6,5,11,8,11,11,22,18,22,11,15,3,11,16
10,1324099,3,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2
10,1324163,3,2,2,1,3,2,1,1,1,2,1,1,3,1,1,3,1,1,1,3
10,1324164,11,9,9,5,4,9,5,10,4,9,4,4,4,4,4,4,4,4,4,4
10,1324167,7,5,2,7,6,5,7,3,4,2,3,4,2,4,5,4,4,4,1,1
10,1324187,2,4,4,3,2,4,3,5,2,4,4,2,4,4,2,4,4,2,4,4
10,1324211,8,3,4,8,3,3,4,8,3,4,4,3,2,3,1,3,4,3,1,1
10,1324213,9,9,9,9,9,9,9,5,9,9,9,9,9,9,9,9,9,4,9,5
10,1324214,6,8,6,8,5,8,6,3,5,6,3,6,3,6,3,3,3,2,3,1
10,1324259,4,1,3,1,1,1,4,1,1,3,1,4,1,1,1,1,1,1,1,1
10,1324324,4,3,3,4,4,3,4,1,3,3,2,2,1,2,2,2,2,2,1,1
10,1324385,4,4,6,5,3,4,3,3,3,6,1,3,3,4,4,3,3,3,3,2
10,1324386,5,3,5,2,2,3,6,5,2,5,3,6,5,5,5,5,5,5,5,2
10,1324412,4,1,1,4,4,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1
10,1324428,7,7,7,9,4,7,7,1,7,7,4,3,5,7,7,7,7,5,3,7
10,1324465,4,2,4,2,4,2,3,7,2,4,4,4,4,7,6,4,4,4,4,4
10,1324466,3,1,1,3,2,1,3,4,1,1,2,3,2,3,3,3,2,2,3,2
10,1324524,11,11,12,11,11,11,11,5,11,12,11,10,5,13,11,11,11,5,11,11
10,1324525,6,8,6,4,3,8,5,2,3,6,3,3,2,3,3,3,3,2,3,3
10,1324555,6,5,2,6,1,5,4,5,1,2,6,3,3,6,5,3,6,3,2,2
10,1324557,8,2,2,6,4,2,7,6,7,2,7,7,5,7,7,7,7,5,5,3
10,1324578,8,4,4,8,3,4,1,5,3,4,4,4,3,4,4,4,4,4,1,1
10,1324618,6,3,5,6,1,3,4,2,1,5,4,3,4,3,3,4,4,4,3,3
10,1324621,6,5,2,5,2,5,5,5,5,2,1,1,1,2,1,1,1,1,1,1
10,1324645,6,3,4,6,2,3,6,1,2,4,2,4,4,4,3,4,4,4,2,4
10,1324656,13,5,5,13,10,5,8,12,10,5,12,12,12,13,12,14,12,12,10,10
10,1324660,14,8,4,11,4,8,12,4,8,4,9,9,9,10,9,9,9,9,9,9
10,1324692,6,6,6,12,12,6,13,6,12,6,7,6,13,13,13,13,13,13,13,13
10,1324867,14,6,9,14,7,6,6,7,13,9,7,7,7,7,7,7,7,7,7,1
10,1324868,10,6,10,10,4,6,5,5,9,10,6,6,6,6,6,6,6,6,6,1
10,1324869,9,8,6,9,4,8,5,5,4,6,4,4,4,5,4,4,4,4,4,4
10,1324874,15,14,14,15,13,14,7,7,7,14,13,13,13,13,13,13,13,13,13,13
10,1324875,6,1,3,6,4,1,5,5,3,3,6,6,6,6,6,6,4,4,1,4
10,1325079,10,10,10,10,6,10,4,8,6,10,1,1,1,1,1,1,1,1,1,1
10,1325103,6,9,10,5,9,9,7,1,1,10,7,7,7,9,9,9,7,7,4,3
10,1325104,6,4,2,4,4,4,6,3,2,2,6,6,6,6,6,6,6,6,5,4
10,1325163,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1
10,1325175,3,2,1,3,3,2,4,2,1,1,6,5,6,6,6,6,6,6,3,4
10,1325443,7,3,3,5,4,3,4,4,3,3,4,3,2,3,3,7,3,3,5,1
10,1325475,4,7,2,4,8,7,6,8,8,2,6,8,5,9,8,8,8,5,4,5
10,1325481,10,5,5,10,8,5,9,8,7,5,5,4,5,5,5,5,5,5,2,5
10,1325483,3,4,4,4,1,4,3,2,1,4,1,1,1,1,1,1,1,1,1,1
10,1325670,2,2,2,3,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2
10,1326343,3,3,3,3,2,3,2,3,3,3,2,2,1,3,3,3,3,3,3,2
10,1326438,8,6,6,10,4,6,6,2,4,6,1,1,1,1,1,2,1,1,1,1
10,1326778,7,7,7,7,3,7,7,4,3,7,7,7,7,7,7,7,7,7,4,7
10,1326857,3,5,5,5,3,5,7,5,5,5,7,7,4,9,3,7,7,5,3,5
10,1326909,5,8,8,10,4,8,1,5,4,8,5,5,5,5,9,5,5,5,5,5
10,1326994,3,3,2,4,1,3,3,3,1,2,1,1,1,3,3,3,1,2,1,3
10,1326995,6,2,1,5,3,2,6,4,4,1,3,3,3,4,4,5,3,2,3,4
10,1327104,9,10,9,9,10,10,9,4,6,9,7,3,5,12,7,7,10,1,4,5
10,1327274,10,3,5,6,4,3,3,4,1,5,5,6,6,8,5,8,8,8,5,5
10,1327276,3,2,2,3,1,2,2,2,1,2,1,1,2,2,1,1,2,1,1,1
10,1327403,7,1,8,7,7,1,5,8,7,8,9,9,7,7,3,7,7,4,3,7
10,1327444,9,10,6,9,4,10,9,4,4,6,5,5,5,5,5,5,5,5,5,5
10,1327445,4,3,1,3,3,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1
10,1327455,5,7,5,5,2,7,5,5,4,5,2,4,4,4,4,6,6,2,4,2
10,1327457,3,4,6,3,8,4,3,3,5,6,2,5,5,5,5,5,5,5,5,5
10,1327496,7,12,8,13,6,12,6,7,6,8,14,13,12,14,15,13,13,6,14,14
10,1327578,12,5,2,7,2,5,8,7,5,2,5,7,7,13,8,12,7,2,7,7
10,1327646,4,1,6,6,5,1,1,10,1,6,5,5,5,5,5,5,5,1,5,5
10,1327647,6,6,12,6,6,6,6,12,6,12,6,6,6,6,6,6,6,6,6,6
10,1327648,5,3,5,3,2,3,1,5,2,5,3,3,3,3,3,3,3,3,3,3
10,1327649,14,7,2,7,7,7,3,6,7,2,7,7,7,7,7,7,7,7,7,7
10,1327841,20,11,18,20,1,11,18,2,9,18,10,18,10,18,17,18,18,8,17,7
10,1327842,18,9,18,18,6,9,18,8,9,18,9,18,9,18,18,18,18,9,18,9
10,1327849,21,10,10,26,16,10,26,5,5,10,26,26,26,26,26,26,26,26,13,13
10,1327850,21,10,21,28,7,10,28,25,18,21,17,17,16,17,15,17,17,17,14,14
10,1327852,11,20,15,18,5,20,14,6,5,15,17,12,6,18,18,18,12,12,12,18
10,1327853,16,16,16,16,7,16,13,7,7,16,18,18,12,24,24,24,24,13,17,11
10,1327872,24,13,4,8,13,13,15,4,13,4,11,15,11,15,11,11,11,11,11,11
10,1327876,6,5,10,10,5,5,15,4,3,10,12,10,5,14,16,12,15,12,12,10
10,1327882,11,18,9,11,9,18,17,1,17,9,1,3,1,10,9,2,20,9,3,1
10,1327933,1,1,1,1,2,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1
10,1327939,13,13,13,14,7,13,13,8,8,13,7,13,7,13,7,8,7,7,13,7
10,1327946,6,5,5,10,5,5,9,5,9,5,5,5,5,6,5,10,5,5,5,5
10,1327947,4,1,1,3,1,1,3,1,4,1,1,1,1,1,1,4,2,1,1,3
10,1327991,5,2,2,2,2,2,4,2,2,2,4,4,4,4,4,4,4,4,4,2
10,1328110,3,2,2,4,2,2,3,3,4,2,2,2,4,2,4,2,2,4,4,4
10,1328111,10,5,2,7,2,5,7,3,4,2,4,7,4,4,4,4,4,7,4,4
10,1328112,4,2,2,3,2,2,2,1,3,2,2,4,2,2,2,2,2,3,2,2
10,1328143,9,2,4,8,3,2,8,5,1,4,6,6,6,6,6,3,6,3,6,3
10,1328259,5,6,8,7,5,6,4,8,5,8,5,4,4,5,5,5,5,5,5,5
10,1328260,5,7,9,7,6,7,3,9,6,9,5,2,2,5,5,5,5,5,5,5
10,1328262,8,3,3,3,3,3,4,3,3,3,1,3,3,3,3,3,3,3,1,1
10,1328263,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,3,3
10,1328264,4,1,2,2,1,1,2,3,1,2,2,4,4,4,4,4,4,3,3,2
10,1328343,6,3,3,3,5,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3
10,1328352,8,5,4,4,6,5,8,1,8,4,8,8,1,8,8,4,4,1,1,1
10,1328353,3,3,2,3,2,3,3,2,4,2,3,3,3,3,3,3,3,3,3,3
10,1328384,4,2,2,6,1,2,2,2,1,2,1,3,1,3,3,1,1,1,1,1
10,1328465,8,8,4,8,4,8,4,3,4,4,8,8,8,8,8,8,8,8,4,8
10,1328615,5,8,8,8,7,8,5,4,3,8,5,5,8,8,5,5,5,5,1,1
10,1328616,6,4,4,6,6,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3
10,1328679,6,1,2,5,3,1,2,2,3,2,3,3,3,4,4,4,4,4,2,2
10,1328684,8,3,3,8,2,3,7,8,5,3,5,5,3,5,3,5,5,5,3,3
10,1328776,2,2,1,2,3,2,2,2,2,1,2,2,1,1,3,2,2,2,1,1
10,1328777,7,5,2,6,3,5,6,3,5,2,6,6,5,6,6,6,6,6,6,6
10,1328794,14,6,5,14,7,6,12,6,7,5,12,12,12,14,12,12,12,12,6,11
10,1328796,12,2,1,11,4,2,2,1,6,1,6,7,5,12,8,8,8,8,5,1
10,1328801,5,4,3,5,6,4,5,1,5,3,2,5,2,5,2,5,5,5,2,5
10,1328842,7,14,7,8,7,14,6,7,7,7,7,7,7,7,11,7,7,6,7,3
10,1328995,8,8,8,7,4,8,8,4,4,8,8,5,5,5,5,5,5,5,5,5
10,1328996,3,3,5,5,2,3,5,3,4,5,3,3,3,5,3,3,3,3,3,3
10,1329080,6,3,3,3,3,3,6,6,6,3,3,3,3,3,3,3,3,3,3,3
10,1329081,5,2,2,2,4,2,8,5,8,2,3,3,3,3,3,3,3,3,3,3
10,1329109,6,3,7,7,1,3,8,5,3,7,1,1,1,1,1,3,1,1,1,1
10,1329111,6,4,4,2,8,4,5,5,8,4,5,5,5,5,7,5,7,9,6,5
10,1329154,9,6,2,4,3,6,9,7,8,2,10,3,7,10,7,7,10,7,7,9
10,1329165,9,7,6,9,7,7,5,1,4,6,9,7,7,12,12,9,9,10,8,7
10,1329201,11,6,2,6,2,6,9,3,4,2,9,12,12,12,12,13,13,12,12,12
10,1329224,5,6,6,5,3,6,7,5,3,6,6,4,5,8,5,6,6,5,5,5
10,1329225,9,9,9,10,4,9,10,9,4,9,8,4,8,8,8,8,8,8,8,8
10,1329247,4,6,6,4,7,6,10,5,6,6,10,7,7,7,10,10,10,7,7,7
10,1329248,19,3,11,19,4,3,14,13,4,11,4,4,4,4,4,4,4,4,1,4
10,1329417,7,2,5,8,4,2,5,6,5,5,2,2,2,2,2,2,2,2,4,2
10,1329418,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1
10,1329419,6,5,5,4,3,5,2,6,3,5,3,3,4,4,3,4,3,3,3,3
10,1329421,3,1,4,6,2,1,7,3,2,4,7,4,4,8,7,8,3,7,3,3
10,1329422,17,9,18,18,9,9,18,1,17,18,18,17,18,18,18,18,18,10,18,10
10,1329431,9,5,10,8,10,5,5,3,5,10,10,5,10,11,5,11,10,10,11,9
10,1329603,10,7,4,10,7,7,7,4,6,4,10,14,3,14,6,10,14,10,3,3
10,1329621,8,5,9,8,4,5,8,9,4,9,5,5,5,5,5,5,5,5,5,5
10,1329639,8,8,8,6,3,8,3,5,8,8,6,6,6,6,6,6,6,6,5,3
10,1329652,7,3,6,7,3,3,3,7,3,6,7,7,7,7,7,7,7,7,7,7
10,1329653,7,9,9,9,9,9,9,7,9,9,7,7,7,7,7,7,7,7,7,7
10,1329654,6,11,11,11,11,11,11,6,11,11,6,6,6,6,6,6,6,6,6,6
10,1329719,8,2,1,7,1,2,2,1,1,1,8,8,8,15,8,8,15,15,8,8
10,1329720,7,3,4,5,2,3,4,5,1,4,1,1,1,6,1,1,3,3,1,1
10,1329735,5,3,3,4,3,3,6,5,3,3,5,5,2,5,6,2,5,5,2,2
10,1329795,3,3,1,3,2,3,2,3,2,1,2,2,2,2,2,2,2,2,2,2
10,1329796,12,11,6,11,5,11,5,11,5,6,5,5,5,5,5,5,6,5,5,5
10,1329840,9,4,4,8,4,4,5,4,2,4,3,5,3,5,5,5,5,3,3,3
10,1329882,3,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
10,1329884,5,5,9,9,9,5,9,5,5,9,5,5,5,9,9,9,9,5,5,5
10,1329925,3,1,2,3,3,1,4,1,3,2,2,4,3,1,3,2,2,1,2,2
10,1329926,12,6,6,12,1,6,7,11,6,6,12,6,6,6,12,12,12,6,6,1
10,1329950,8,7,3,8,5,7,8,6,4,3,8,8,5,8,8,8,8,8,8,4
10,1329951,3,3,1,3,1,3,3,5,1,1,3,3,1,3,3,4,3,3,3,1
10,1330084,7,4,1,7,5,4,7,5,5,1,3,3,2,6,7,6,3,6,3,5
10,1330102,5,3,4,6,3,3,5,4,4,4,2,2,3,5,2,2,3,2,2,2
10,1330103,7,5,7,7,2,5,7,4,3,7,3,1,1,3,1,3,3,3,3,1
10,1330145,8,7,7,4,5,7,7,3,1,7,9,9,6,10,10,9,10,5,5,5
10,1330151,13,8,2,12,1,8,6,3,3,2,10,10,6,10,10,10,10,10,6,6
10,1330163,4,3,4,4,5,3,6,3,3,4,2,1,3,7,10,3,4,10,8,5
10,1330164,4,4,4,4,2,4,5,4,2,4,2,1,1,4,3,1,4,4,2,2
10,1330186,9,4,4,6,4,4,12,10,9,4,10,10,4,12,10,12,10,5,1,10
10,1330187,5,2,2,7,3,2,8,4,5,2,4,7,5,8,7,8,7,5,4,4
10,1330188,7,6,6,8,2,6,5,3,4,6,3,5,5,5,5,5,5,5,3,3
10,1330200,10,9,2,7,10,9,14,5,14,2,7,7,7,7,7,7,7,7,7,7
10,1330212,12,6,9,12,6,6,5,4,12,9,4,7,4,7,4,4,7,4,4,4
10,1330213,10,3,10,14,8,3,12,8,10,10,10,9,5,16,10,10,13,10,5,8
10,1330214,16,6,9,20,14,6,13,7,10,9,7,4,4,7,7,7,13,7,11,7
10,1330223,18,18,18,19,8,18,21,13,8,18,5,20,15,20,20,20,20,15,20,15
10,1330226,2,3,4,4,2,3,1,2,1,4,1,1,1,1,1,1,1,1,1,1
10,1330241,2,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1330251,3,3,1,3,3,3,3,3,5,1,6,9,6,4,11,6,6,4,11,6
10,1330252,3,4,2,4,3,4,5,3,3,2,2,3,2,2,3,2,2,2,3,2
10,1330291,8,4,3,4,8,4,8,3,7,3,5,3,5,8,8,3,7,5,3,3
10,1330292,5,3,5,3,6,3,5,3,4,5,3,2,3,3,3,2,1,3,3,2
10,1330431,2,2,1,3,2,2,2,2,1,1,3,3,3,3,3,3,3,3,3,3
10,1330477,17,13,9,8,2,13,9,7,2,9,16,9,9,16,16,16,16,9,9,9
10,1330480,7,4,8,8,8,4,8,1,8,8,3,7,7,8,7,7,8,7,3,7
10,1330481,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1330490,6,8,5,4,4,8,6,2,2,5,3,4,3,5,3,5,3,2,3,3
10,1330521,10,5,9,9,4,5,8,5,1,9,4,4,4,4,4,4,4,4,4,4
10,1330567,9,4,3,10,3,4,2,6,3,3,2,3,3,6,2,2,3,2,2,2
10,1330568,2,1,5,5,4,1,2,2,5,5,2,5,5,5,2,2,5,2,2,2
10,1330569,7,6,7,6,4,6,7,4,6,7,7,4,7,7,4,7,7,1,4,4
10,1330580,4,2,3,4,5,2,3,3,2,3,1,2,2,3,2,2,3,1,2,2
10,1330582,2,2,2,2,1,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2
10,1330722,8,3,5,5,6,3,3,1,5,5,3,3,2,6,3,3,3,3,3,3
10,1330723,4,6,3,6,4,6,6,3,4,3,6,4,3,6,6,6,6,4,4,4
10,1330724,3,10,4,10,6,10,13,7,6,4,13,9,9,13,13,13,13,9,9,9
10,1330730,6,6,2,7,12,6,7,3,12,2,3,3,3,3,3,3,3,3,2,3
10,1330731,4,8,7,7,5,8,7,6,5,7,6,6,6,10,6,14,6,10,3,6
10,1330801,13,13,13,3,11,13,14,6,6,13,7,6,7,9,7,9,9,9,7,1
10,1330802,4,3,1,1,3,3,4,2,2,1,2,2,2,2,2,2,2,2,2,1
10,1330809,8,5,5,8,4,5,9,7,1,5,5,8,8,8,7,8,8,7,4,7
10,1330855,5,5,5,5,5,5,3,5,3,5,5,5,5,5,5,5,5,2,2,2
10,1330856,10,10,5,10,6,10,5,1,4,5,10,10,10,10,10,10,10,10,5,1
10,1330860,8,5,9,4,4,5,8,8,4,9,8,8,8,8,8,8,8,8,8,8
10,1330864,1,1,2,2,1,1,2,1,1,2,3,1,3,3,2,4,2,1,3,2
10,1330878,9,8,8,2,1,8,8,9,7,8,1,8,8,8,15,1,1,15,8,15
10,1330884,3,3,3,2,3,3,2,3,1,3,2,2,6,6,6,2,2,2,6,6
10,1330885,26,19,19,13,13,19,6,13,7,19,6,9,12,13,13,13,14,13,13,6
10,1330894,15,3,1,13,6,3,3,10,5,1,8,8,8,8,8,8,8,8,8,8
10,1330896,9,7,8,9,5,7,4,5,3,8,5,11,6,7,5,8,7,5,7,10
10,1330951,4,4,2,3,4,4,1,7,4,2,2,7,2,7,4,6,6,4,4,2
10,1330964,12,7,9,12,9,7,5,6,8,9,3,6,6,6,4,6,6,3,3,3
10,1330994,6,3,3,3,5,3,3,5,2,3,2,3,3,3,3,3,3,3,3,1
10,1331029,2,2,2,1,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2
10,1331044,7,8,1,7,13,8,7,7,8,1,13,7,14,14,14,14,14,7,14,14
10,1331063,2,3,2,3,3,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2
10,1331171,5,4,3,3,3,4,5,2,3,3,3,3,2,3,2,2,2,3,2,2
10,1331172,6,2,3,6,6,2,4,2,6,3,6,6,5,6,5,5,5,6,2,5
10,1331173,12,4,4,12,12,4,8,4,12,4,9,9,9,12,12,9,12,12,6,9
10,1331226,5,3,5,6,1,3,3,1,1,5,1,1,3,1,2,3,1,3,3,2
10,1331240,12,4,9,12,5,4,12,8,6,9,5,2,2,2,2,2,5,2,2,2
10,1331244,14,9,2,14,1,9,3,7,1,2,8,6,6,6,6,6,6,6,2,2
10,1331249,14,7,11,13,13,7,12,4,6,11,7,7,9,15,3,7,4,3,11,13
10,1331269,11,4,3,9,6,4,7,2,10,3,5,7,5,7,7,6,7,4,7,6
10,1331272,11,5,5,9,12,5,10,2,5,5,8,6,6,12,6,12,12,10,3,1
10,1331293,8,5,5,5,2,5,8,2,1,5,2,4,3,9,5,5,5,5,2,2
10,1331299,5,8,10,10,7,8,7,3,8,10,5,10,5,8,8,8,10,3,3,3
10,1331300,8,8,10,9,10,8,2,1,8,10,1,3,4,1,7,1,3,1,1,1
10,1331420,15,13,7,14,8,13,14,7,7,7,6,7,7,14,7,14,7,14,7,7
10,1331421,6,1,4,4,5,1,2,4,2,4,8,11,7,11,8,11,11,11,11,11
10,1331553,3,5,2,3,1,5,4,2,1,2,3,3,3,5,5,3,3,5,3,3
10,1331606,8,4,4,20,4,4,20,4,11,4,8,7,21,13,7,20,7,7,9,14
10,1331607,22,17,10,16,4,17,15,4,10,10,9,22,16,16,16,9,16,9,12,9
10,1331609,6,3,3,7,4,3,12,7,9,3,12,12,6,10,12,12,8,6,6,6
10,1331610,5,3,2,6,2,3,6,3,4,2,4,4,2,2,4,4,4,2,2,2
10,1331611,8,5,3,8,3,5,8,7,3,3,5,5,5,6,5,6,5,4,5,5
10,1331613,12,5,3,14,11,5,9,5,9,3,10,14,10,14,14,10,11,8,10,10
10,1331614,1,3,4,10,5,3,6,4,4,4,7,6,10,11,10,7,10,5,3,7
10,1331646,5,5,5,5,2,5,5,5,2,5,8,10,8,8,8,8,8,8,6,6
10,1331864,8,3,4,5,1,3,7,5,1,4,8,8,8,8,8,8,8,8,8,7
10,1331865,3,4,4,5,2,4,5,5,2,4,3,1,1,1,1,1,3,1,1,1
10,1331910,4,3,3,2,2,3,3,3,1,3,1,1,1,1,1,1,1,1,1,1
10,1331911,3,3,4,2,1,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4
10,1331972,4,5,1,8,1,5,7,3,2,1,2,7,7,7,7,7,7,2,2,2
10,1331989,18,18,18,18,6,18,15,8,13,18,11,9,14,12,11,11,18,5,9,11
10,1331990,10,10,8,9,4,10,9,5,7,8,7,7,10,7,7,7,10,3,7,7
10,1331991,17,9,6,16,7,9,16,5,7,6,7,14,14,14,14,14,20,14,14,14
10,1332027,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1
10,1332035,14,5,3,12,3,5,3,2,2,3,2,7,2,8,7,7,7,7,6,1
